time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
29/03/2024 05:00,0.23,8.5,237,19902,0.3,9.9,194,KNW02_Waves.xlsx,
29/03/2024 06:00,0.17,7.5,141,19903,0.22,11.3,123,KNW02_Waves.xlsx,
29/03/2024 07:00,0.16,14,101,19896,0.21,9.4,91,KNW02_Waves.xlsx,
29/03/2024 08:00,0.25,2.2,300,19900,0.31,4.9,349,KNW02_Waves.xlsx,
29/03/2024 09:00,0.21,2.7,17,19904,0.27,4.4,7,KNW02_Waves.xlsx,
29/03/2024 10:00,0.16,9.8,285,19879,0.2,12.4,334,KNW02_Waves.xlsx,
29/03/2024 11:00,0.41,2.4,318,19886,0.52,4.7,349,KNW02_Waves.xlsx,
29/03/2024 12:00,0.3,7.5,109,19880,0.38,8,108,KNW02_Waves.xlsx,
29/03/2024 13:00,0.27,7.5,149,19872,0.35,6.7,224,KNW02_Waves.xlsx,
29/03/2024 14:00,0.17,7.5,1,19875,0.22,10.3,355,KNW02_Waves.xlsx,
29/03/2024 15:00,0.25,8.5,269,19884,0.32,6.2,265,KNW02_Waves.xlsx,
29/03/2024 16:00,0.28,8.5,33,19891,0.36,6.9,43,KNW02_Waves.xlsx,
29/03/2024 17:00,0.5,7.5,128,19898,0.63,5.5,51,KNW02_Waves.xlsx,
29/03/2024 18:00,0.71,2.1,195,19903,0.9,3.5,353,KNW02_Waves.xlsx,
29/03/2024 19:00,0.57,7.5,210,19913,0.72,4.5,173,KNW02_Waves.xlsx,
29/03/2024 20:00,0.38,5.1,-1,19930,0.48,6.7,-1,KNW02_Waves.xlsx,
29/03/2024 21:00,0.48,5.1,-1,19925,0.62,5.9,-1,KNW02_Waves.xlsx,
29/03/2024 22:00,0.46,5.5,-1,19926,0.59,6.6,-1,KNW02_Waves.xlsx,
29/03/2024 23:00,0.77,5.1,-1,19919,0.98,5.8,-1,KNW02_Waves.xlsx,
30/03/2024 00:00,0.55,2,223,19919,0.7,3.7,96,KNW02_Waves.xlsx,
30/03/2024 01:00,0.45,2.3,251,19929,0.57,4.5,245,KNW02_Waves.xlsx,
30/03/2024 02:00,0.69,2.2,94,19931,0.88,3.6,92,KNW02_Waves.xlsx,
30/03/2024 03:00,0.61,7.5,61,19926,0.78,4.7,354,KNW02_Waves.xlsx,
30/03/2024 04:00,0.19,9.8,257,19944,0.25,8.7,260,KNW02_Waves.xlsx,
30/03/2024 05:00,0.2,2.4,173,19934,0.25,3.8,205,KNW02_Waves.xlsx,
30/03/2024 06:00,0.27,8.5,189,19933,0.34,6.1,170,KNW02_Waves.xlsx,
30/03/2024 07:00,0.19,14,129,19935,0.24,8,88,KNW02_Waves.xlsx,
30/03/2024 08:00,0.23,8.5,101,19915,0.29,7.6,117,KNW02_Waves.xlsx,
30/03/2024 09:00,0.18,9.8,229,19917,0.23,6.1,217,KNW02_Waves.xlsx,
30/03/2024 10:00,0.14,11.5,205,19914,0.17,14.2,188,KNW02_Waves.xlsx,
30/03/2024 11:00,0.12,11.5,121,19891,0.15,14.1,127,KNW02_Waves.xlsx,
30/03/2024 12:00,0.22,9.8,211,19884,0.28,6.2,240,KNW02_Waves.xlsx,
30/03/2024 13:00,0.16,9.8,331,19893,0.2,9.7,329,KNW02_Waves.xlsx,
30/03/2024 14:00,0.13,9.8,151,19883,0.17,12.8,111,KNW02_Waves.xlsx,
30/03/2024 15:00,0.17,9.8,331,19888,0.21,11,337,KNW02_Waves.xlsx,
30/03/2024 16:00,0.53,2.2,331,19939,0.67,3.2,19,KNW02_Waves.xlsx,
30/03/2024 17:00,0.56,7.5,-1,19934,0.7,6.4,-1,KNW02_Waves.xlsx,
30/03/2024 18:00,0.47,8.5,104,19949,0.6,6.7,104,KNW02_Waves.xlsx,
30/03/2024 19:00,0.54,2.3,98,19960,0.68,4,40,KNW02_Waves.xlsx,
30/03/2024 20:00,0.59,7.5,93,19962,0.75,4.4,125,KNW02_Waves.xlsx,
30/03/2024 21:00,0.94,2,100,19960,1.19,2.9,46,KNW02_Waves.xlsx,
30/03/2024 22:00,0.67,5.1,-1,19971,0.86,5.9,-1,KNW02_Waves.xlsx,
30/03/2024 23:00,0.83,7.5,-1,19955,1.05,5.6,-1,KNW02_Waves.xlsx,
31/03/2024 00:00,0.35,2.2,124,19958,0.45,3.6,93,KNW02_Waves.xlsx,
31/03/2024 01:00,0.21,7.5,261,19973,0.27,7,235,KNW02_Waves.xlsx,
31/03/2024 02:00,0.62,2,345,19961,0.79,3.6,320,KNW02_Waves.xlsx,
31/03/2024 03:00,0.4,8.5,81,19986,0.51,5.7,95,KNW02_Waves.xlsx,
31/03/2024 04:00,0.22,7.5,345,19999,0.28,8.1,329,KNW02_Waves.xlsx,
31/03/2024 05:00,0.18,11.5,257,19993,0.22,16.2,204,KNW02_Waves.xlsx,
31/03/2024 06:00,0.17,3.4,109,19990,0.22,6,154,KNW02_Waves.xlsx,
31/03/2024 07:00,0.24,11.5,309,19993,0.3,7.6,277,KNW02_Waves.xlsx,
31/03/2024 08:00,0.2,9.8,283,19982,0.25,11.8,252,KNW02_Waves.xlsx,
31/03/2024 09:00,0.3,3.6,341,19986,0.39,5.4,342,KNW02_Waves.xlsx,
31/03/2024 10:00,0.25,11.5,249,19964,0.32,6.2,247,KNW02_Waves.xlsx,
31/03/2024 11:00,0.42,8.5,165,19960,0.53,5.2,147,KNW02_Waves.xlsx,
31/03/2024 12:00,0.27,3.3,337,19958,0.34,5.4,8,KNW02_Waves.xlsx,
31/03/2024 13:00,0.28,6.1,243,19957,0.36,8,251,KNW02_Waves.xlsx,
31/03/2024 14:00,0.33,2.2,261,19949,0.42,3.8,234,KNW02_Waves.xlsx,
31/03/2024 15:00,0.12,18,353,19946,0.15,16,31,KNW02_Waves.xlsx,
31/03/2024 16:00,0.56,5.1,-1,19940,0.7,6.6,-1,KNW02_Waves.xlsx,
31/03/2024 17:00,0.7,6.1,-1,19952,0.89,6.5,-1,KNW02_Waves.xlsx,
31/03/2024 18:00,0.81,6.7,-1,19963,1.02,5.6,-1,KNW02_Waves.xlsx,
31/03/2024 19:00,0.63,7.5,193,19974,0.8,4.9,170,KNW02_Waves.xlsx,
31/03/2024 20:00,0.63,8.5,25,19966,0.8,4.3,12,KNW02_Waves.xlsx,
31/03/2024 21:00,0.62,2.1,153,19959,0.78,4,205,KNW02_Waves.xlsx,
31/03/2024 22:00,0.39,8.5,55,19970,0.5,6.1,38,KNW02_Waves.xlsx,
31/03/2024 23:00,0.44,7.5,125,19943,0.56,5.4,138,KNW02_Waves.xlsx,
01/04/2024 00:00,0.67,2.1,213,19938,0.85,3.5,296,KNW02_Waves.xlsx,
01/04/2024 01:00,0.15,3.9,229,19948,0.19,6.7,234,KNW02_Waves.xlsx,
01/04/2024 02:00,0.52,8.5,225,19940,0.66,4.9,225,KNW02_Waves.xlsx,
01/04/2024 03:00,0.44,8.5,333,19937,0.56,5,284,KNW02_Waves.xlsx,
01/04/2024 04:00,0.21,2.2,97,19952,0.26,3.3,89,KNW02_Waves.xlsx,
01/04/2024 05:00,0.13,9.8,209,19952,0.17,13.1,208,KNW02_Waves.xlsx,
01/04/2024 06:00,0.36,7.5,261,19951,0.46,5.6,265,KNW02_Waves.xlsx,
01/04/2024 07:00,0.13,14,331,19943,0.16,16.8,334,KNW02_Waves.xlsx,
01/04/2024 08:00,0.22,9.8,177,19944,0.28,4.6,152,KNW02_Waves.xlsx,
01/04/2024 10:00,0.03,9.8,204,19754,0.03,12.2,188,KNW03_Waves.xlsx,
01/04/2024 11:00,0.01,11.5,106,19750,0.02,14.7,69,KNW03_Waves.xlsx,
01/04/2024 12:00,0.21,2.3,147,19749,0.26,2.6,26,KNW03_Waves.xlsx,
01/04/2024 13:00,0.02,9.8,250,19736,0.03,13.6,257,KNW03_Waves.xlsx,
01/04/2024 14:00,0.03,9.8,290,19731,0.03,13.8,312,KNW03_Waves.xlsx,
01/04/2024 15:00,0.02,9.8,170,19724,0.03,12.7,179,KNW03_Waves.xlsx,
01/04/2024 16:00,0.13,2.5,161,19731,0.17,2.9,222,KNW03_Waves.xlsx,
01/04/2024 17:00,0.03,6.7,194,19727,0.04,8.8,213,KNW03_Waves.xlsx,
01/04/2024 18:00,0.01,11.5,302,19732,0.02,18.4,273,KNW03_Waves.xlsx,
01/04/2024 19:00,0.01,9.8,146,19733,0.02,13.2,120,KNW03_Waves.xlsx,
01/04/2024 20:00,0.03,7.5,206,19741,0.04,10,146,KNW03_Waves.xlsx,
01/04/2024 21:00,0.02,9.8,239,19737,0.02,13.3,217,KNW03_Waves.xlsx,
01/04/2024 22:00,0.02,14,150,19735,0.03,17,101,KNW03_Waves.xlsx,
01/04/2024 23:00,0.02,11.5,50,19728,0.03,15.8,47,KNW03_Waves.xlsx,
02/04/2024 00:00,0.02,25,90,19738,0.02,21,171,KNW03_Waves.xlsx,
02/04/2024 01:00,0.02,11.5,234,19736,0.03,14,243,KNW03_Waves.xlsx,
02/04/2024 02:00,0.01,14,238,19733,0.02,16.6,241,KNW03_Waves.xlsx,
02/04/2024 03:00,0.03,9.8,250,19735,0.04,12.6,175,KNW03_Waves.xlsx,
02/04/2024 04:00,0.02,11.5,158,19749,0.02,13.7,182,KNW03_Waves.xlsx,
02/04/2024 05:00,0.02,9.8,145,19746,0.03,12.1,154,KNW03_Waves.xlsx,
02/04/2024 06:00,0.03,14,105,19746,0.04,14.3,105,KNW03_Waves.xlsx,
02/04/2024 07:00,0.3,2.4,234,19736,0.39,2.3,191,KNW03_Waves.xlsx,
02/04/2024 08:00,0.03,25,26,19731,0.04,10.6,0,KNW03_Waves.xlsx,
02/04/2024 09:00,0.02,11.5,138,19711,0.02,14,98,KNW03_Waves.xlsx,
02/04/2024 10:00,0.02,14,62,19702,0.03,14.2,39,KNW03_Waves.xlsx,
02/04/2024 11:00,0.02,9.8,106,19689,0.03,13.1,74,KNW03_Waves.xlsx,
02/04/2024 12:00,0.04,5.5,186,19693,0.05,8,194,KNW03_Waves.xlsx,
02/04/2024 13:00,0.03,11.5,98,19689,0.04,14.8,104,KNW03_Waves.xlsx,
02/04/2024 14:00,0.02,9.8,122,19687,0.03,14.1,103,KNW03_Waves.xlsx,
02/04/2024 15:00,0.03,9.8,204,19687,0.03,13.6,184,KNW03_Waves.xlsx,
02/04/2024 16:00,0.01,14,204,19704,0.01,15.5,286,KNW03_Waves.xlsx,
02/04/2024 17:00,0.01,18,254,19702,0.02,18,248,KNW03_Waves.xlsx,
02/04/2024 18:00,0.02,18,74,19706,0.02,18.1,53,KNW03_Waves.xlsx,
02/04/2024 19:00,0.02,9.8,230,19710,0.03,9.1,208,KNW03_Waves.xlsx,
02/04/2024 20:00,0.02,11.5,222,19721,0.02,15.7,221,KNW03_Waves.xlsx,
02/04/2024 21:00,0.1,3.1,113,19718,0.13,3.5,95,KNW03_Waves.xlsx,
02/04/2024 22:00,0.02,9.8,204,19721,0.03,14.3,208,KNW03_Waves.xlsx,
02/04/2024 23:00,0.07,3.4,14,19717,0.09,4.6,48,KNW03_Waves.xlsx,
03/04/2024 00:00,0.02,11.5,246,19726,0.02,17.8,223,KNW03_Waves.xlsx,
03/04/2024 01:00,0.02,18,238,19719,0.02,17.4,284,KNW03_Waves.xlsx,
03/04/2024 02:00,0.02,11.5,46,19717,0.02,16,66,KNW03_Waves.xlsx,
03/04/2024 03:00,0.03,9.8,22,19718,0.03,12,42,KNW03_Waves.xlsx,
03/04/2024 04:00,0.02,25,202,19734,0.02,23.3,132,KNW03_Waves.xlsx,
03/04/2024 05:00,0.01,9.8,118,19735,0.02,14.6,122,KNW03_Waves.xlsx,
03/04/2024 06:00,0.02,11.5,185,19735,0.03,16.2,175,KNW03_Waves.xlsx,
03/04/2024 07:00,0.02,9.8,249,19734,0.03,13.9,243,KNW03_Waves.xlsx,
03/04/2024 08:00,0.02,14,81,19743,0.02,16.1,107,KNW03_Waves.xlsx,
03/04/2024 09:00,0.02,14,206,19732,0.03,18.1,188,KNW03_Waves.xlsx,
03/04/2024 10:00,0.03,18,58,19726,0.03,17,48,KNW03_Waves.xlsx,
03/04/2024 11:00,0.02,11.5,46,19716,0.03,15.1,46,KNW03_Waves.xlsx,
03/04/2024 12:00,0.29,2.2,338,19717,0.37,2.3,169,KNW03_Waves.xlsx,
03/04/2024 13:00,0.03,14,238,19704,0.04,14.8,175,KNW03_Waves.xlsx,
03/04/2024 14:00,0.02,9.8,12,19702,0.03,13,347,KNW03_Waves.xlsx,
03/04/2024 15:00,0.19,2.6,110,19707,0.24,2.9,66,KNW03_Waves.xlsx,
03/04/2024 16:00,0.01,11.5,294,19730,0.02,15.3,288,KNW03_Waves.xlsx,
03/04/2024 17:00,0.02,9.8,356,19736,0.02,13.5,357,KNW03_Waves.xlsx,
03/04/2024 18:00,0.02,14,110,19742,0.03,16.3,126,KNW03_Waves.xlsx,
03/04/2024 19:00,0.3,2.6,246,19748,0.39,2.2,264,KNW03_Waves.xlsx,
03/04/2024 20:00,0.03,9.8,204,19756,0.03,10.3,247,KNW03_Waves.xlsx,
03/04/2024 21:00,0.03,9.8,178,19750,0.03,12.8,157,KNW03_Waves.xlsx,
03/04/2024 22:00,0.02,9.8,246,19740,0.02,13.9,239,KNW03_Waves.xlsx,
03/04/2024 23:00,0.1,2.7,355,19733,0.13,3.2,352,KNW03_Waves.xlsx,
04/04/2024 00:00,0.05,4.4,217,19738,0.06,5.7,231,KNW03_Waves.xlsx,
04/04/2024 01:00,0.02,11.5,176,19732,0.03,12.8,152,KNW03_Waves.xlsx,
04/04/2024 02:00,0.02,11.5,250,19732,0.03,13,257,KNW03_Waves.xlsx,
04/04/2024 03:00,0.02,14,38,19733,0.03,14.6,79,KNW03_Waves.xlsx,
04/04/2024 04:00,0.29,2.2,312,19750,0.37,2.2,349,KNW03_Waves.xlsx,
04/04/2024 05:00,0.02,9.8,86,19751,0.03,12.8,101,KNW03_Waves.xlsx,
04/04/2024 06:00,0.02,9.8,194,19757,0.03,12.6,119,KNW03_Waves.xlsx,
04/04/2024 07:00,0.05,3.6,144,19761,0.06,5.1,87,KNW03_Waves.xlsx,
04/04/2024 08:00,0.02,9.8,53,19773,0.03,12.3,89,KNW03_Waves.xlsx,
04/04/2024 09:00,0.02,25,22,19766,0.02,20.2,2,KNW03_Waves.xlsx,
04/04/2024 10:00,0.02,9.8,328,19760,0.03,13.3,262,KNW03_Waves.xlsx,
04/04/2024 11:00,0.02,11.5,2,19753,0.03,13.5,14,KNW03_Waves.xlsx,
04/04/2024 12:00,0.02,9.8,194,19757,0.03,13.3,157,KNW03_Waves.xlsx,
04/04/2024 13:00,0.05,4.1,122,19747,0.06,7.2,172,KNW03_Waves.xlsx,
04/04/2024 14:00,0.3,3.1,249,19744,0.38,3.2,255,KNW03_Waves.xlsx,
04/04/2024 15:00,0.06,3.3,77,19744,0.07,4.4,95,KNW03_Waves.xlsx,
04/04/2024 16:00,0.24,2.4,285,19754,0.31,2.7,248,KNW03_Waves.xlsx,
04/04/2024 17:00,0.01,9.8,10,19753,0.02,14.1,323,KNW03_Waves.xlsx,
04/04/2024 18:00,0.02,9.8,50,19755,0.02,15,24,KNW03_Waves.xlsx,
04/04/2024 19:00,0.02,18,216,19756,0.02,14.9,217,KNW03_Waves.xlsx,
04/04/2024 20:00,0.03,9.8,186,19761,0.04,8.5,170,KNW03_Waves.xlsx,
04/04/2024 21:00,0.04,4.4,358,19749,0.06,6.1,59,KNW03_Waves.xlsx,
04/04/2024 22:00,0.03,9.8,154,19742,0.03,14.3,131,KNW03_Waves.xlsx,
04/04/2024 23:00,0.01,11.5,138,19741,0.02,14.7,142,KNW03_Waves.xlsx,
05/04/2024 00:00,0.02,9.8,70,19750,0.02,13.6,77,KNW03_Waves.xlsx,
05/04/2024 01:00,0.02,9.8,306,19744,0.03,13.6,298,KNW03_Waves.xlsx,
05/04/2024 02:00,0.09,3,50,19749,0.12,3.5,17,KNW03_Waves.xlsx,
05/04/2024 03:00,0.02,9.8,82,19754,0.03,11.7,47,KNW03_Waves.xlsx,
05/04/2024 04:00,0.02,9.8,294,19773,0.03,14,246,KNW03_Waves.xlsx,
05/04/2024 05:00,0.04,5.5,93,19779,0.05,6.7,80,KNW03_Waves.xlsx,
05/04/2024 06:00,0.02,9.8,9,19778,0.03,13.1,21,KNW03_Waves.xlsx,
05/04/2024 07:00,0.03,11.5,185,19781,0.03,14.5,182,KNW03_Waves.xlsx,
05/04/2024 08:00,0.02,9.8,188,19792,0.02,12.6,187,KNW03_Waves.xlsx,
05/04/2024 09:00,0.02,9.8,253,19777,0.02,13.6,278,KNW03_Waves.xlsx,
05/04/2024 10:00,0.02,11.5,50,19765,0.03,15.9,103,KNW03_Waves.xlsx,
05/04/2024 11:00,0.05,6.1,118,19758,0.06,7.6,78,KNW03_Waves.xlsx,
05/04/2024 12:00,0.02,11.5,190,19752,0.03,15.5,195,KNW03_Waves.xlsx,
05/04/2024 13:00,0.03,9.8,34,19738,0.03,12.7,39,KNW03_Waves.xlsx,
05/04/2024 14:00,0.11,2.8,28,19739,0.14,3.3,333,KNW03_Waves.xlsx,
05/04/2024 15:00,0.09,3,34,19738,0.12,3.6,63,KNW03_Waves.xlsx,
05/04/2024 16:00,0.02,14,298,19753,0.03,19.4,266,KNW03_Waves.xlsx,
05/04/2024 17:00,0.02,14,30,19750,0.03,17.6,15,KNW03_Waves.xlsx,
05/04/2024 18:00,0.02,11.5,226,19752,0.03,16.1,231,KNW03_Waves.xlsx,
05/04/2024 19:00,0.15,2.5,117,19758,0.19,2.8,172,KNW03_Waves.xlsx,
05/04/2024 20:00,0.02,9.8,6,19768,0.03,13.5,354,KNW03_Waves.xlsx,
05/04/2024 21:00,0.02,11.5,74,19757,0.03,15.1,64,KNW03_Waves.xlsx,
05/04/2024 22:00,0.03,14,318,19747,0.04,14.9,289,KNW03_Waves.xlsx,
05/04/2024 23:00,0.03,14,254,19750,0.03,14.9,273,KNW03_Waves.xlsx,
06/04/2024 00:00,0.04,9.8,88,19760,0.05,6.6,86,KNW03_Waves.xlsx,
06/04/2024 01:00,0.06,3.1,328,19752,0.07,4.1,33,KNW03_Waves.xlsx,
06/04/2024 02:00,0.02,14,266,19755,0.03,14.2,277,KNW03_Waves.xlsx,
06/04/2024 03:00,0.14,2.4,335,19756,0.18,2.8,285,KNW03_Waves.xlsx,
06/04/2024 04:00,0.08,3.9,246,19765,0.1,4.1,250,KNW03_Waves.xlsx,
06/04/2024 05:00,0.09,2.8,345,19764,0.12,3.4,350,KNW03_Waves.xlsx,
06/04/2024 06:00,0.02,9.8,17,19760,0.02,14.8,65,KNW03_Waves.xlsx,
06/04/2024 07:00,0.02,9.8,117,19763,0.03,12.5,103,KNW03_Waves.xlsx,
06/04/2024 08:00,0.02,9.8,14,19766,0.03,13.2,332,KNW03_Waves.xlsx,
06/04/2024 09:00,0.02,9.8,300,19748,0.03,13.9,277,KNW03_Waves.xlsx,
06/04/2024 10:00,0.02,11.5,112,19736,0.03,13.7,114,KNW03_Waves.xlsx,
06/04/2024 11:00,0.03,11.5,204,19734,0.04,14.1,190,KNW03_Waves.xlsx,
06/04/2024 12:00,0.04,7.5,254,19737,0.05,6.6,293,KNW03_Waves.xlsx,
06/04/2024 13:00,0.02,11.5,138,19728,0.03,13.2,183,KNW03_Waves.xlsx,
06/04/2024 14:00,0.15,2.8,311,19719,0.19,3.2,213,KNW03_Waves.xlsx,
06/04/2024 15:00,0.13,3,12,19730,0.16,3.3,300,KNW03_Waves.xlsx,
06/04/2024 16:00,0.13,3.1,227,19737,0.17,3.3,183,KNW03_Waves.xlsx,
06/04/2024 17:00,0.03,11.5,118,19736,0.03,12.8,88,KNW03_Waves.xlsx,
06/04/2024 18:00,0.04,6.7,111,19734,0.04,9.2,108,KNW03_Waves.xlsx,
06/04/2024 19:00,0.04,5.1,204,19742,0.06,6.1,191,KNW03_Waves.xlsx,
06/04/2024 20:00,0.04,4.7,78,19739,0.05,8,73,KNW03_Waves.xlsx,
06/04/2024 21:00,0.02,18,238,19721,0.03,17.6,249,KNW03_Waves.xlsx,
06/04/2024 22:00,0.03,8.5,40,19712,0.04,7.8,26,KNW03_Waves.xlsx,
06/04/2024 23:00,0.18,2.3,102,19709,0.23,2.5,174,KNW03_Waves.xlsx,
07/04/2024 00:00,0.31,2.7,114,19713,0.39,2.3,116,KNW03_Waves.xlsx,
07/04/2024 01:00,0.04,11.5,266,19707,0.04,8.8,244,KNW03_Waves.xlsx,
07/04/2024 02:00,0.01,11.5,224,19703,0.02,13.9,205,KNW03_Waves.xlsx,
07/04/2024 03:00,0.03,14,254,19710,0.03,13.9,289,KNW03_Waves.xlsx,
07/04/2024 04:00,0.02,9.8,26,19720,0.03,14.9,3,KNW03_Waves.xlsx,
07/04/2024 05:00,0.03,7.5,292,19714,0.03,9.7,292,KNW03_Waves.xlsx,
07/04/2024 06:00,0.02,9.8,313,19725,0.03,15.6,252,KNW03_Waves.xlsx,
07/04/2024 07:00,0.02,11.5,234,19713,0.02,14.1,237,KNW03_Waves.xlsx,
07/04/2024 08:00,0.03,11.5,67,19710,0.04,15.1,66,KNW03_Waves.xlsx,
07/04/2024 09:00,0.02,18,354,19706,0.02,18.7,24,KNW03_Waves.xlsx,
07/04/2024 10:00,0.02,9.8,110,19715,0.03,11.9,98,KNW03_Waves.xlsx,
07/04/2024 11:00,0.03,14,150,19698,0.04,14.4,88,KNW03_Waves.xlsx,
07/04/2024 12:00,0.04,4.1,296,19700,0.05,5.4,281,KNW03_Waves.xlsx,
07/04/2024 13:00,0.18,2.8,226,19695,0.23,3.1,234,KNW03_Waves.xlsx,
07/04/2024 14:00,0.16,3.1,40,19705,0.2,3.3,324,KNW03_Waves.xlsx,
07/04/2024 15:00,0.08,3.3,276,19702,0.1,4.1,341,KNW03_Waves.xlsx,
07/04/2024 16:00,0.03,18,189,19708,0.03,14.9,177,KNW03_Waves.xlsx,
07/04/2024 17:00,0.02,18,69,19713,0.02,17.3,5,KNW03_Waves.xlsx,
07/04/2024 18:00,0.02,14,322,19717,0.03,14.6,327,KNW03_Waves.xlsx,
07/04/2024 19:00,0.02,9.8,106,19700,0.03,14.3,110,KNW03_Waves.xlsx,
07/04/2024 20:00,0.04,4.7,198,19701,0.06,5,302,KNW03_Waves.xlsx,
07/04/2024 21:00,0.15,2.5,314,19693,0.2,2.8,294,KNW03_Waves.xlsx,
07/04/2024 22:00,0.03,9.8,270,19699,0.04,13.9,222,KNW03_Waves.xlsx,
07/04/2024 23:00,0.02,9.8,328,19690,0.03,13.3,289,KNW03_Waves.xlsx,
08/04/2024 00:00,0.02,14,66,19694,0.03,14,92,KNW03_Waves.xlsx,
08/04/2024 01:00,0.19,2.4,182,19695,0.24,2.6,236,KNW03_Waves.xlsx,
08/04/2024 02:00,0.03,4.7,78,19710,0.04,6.2,34,KNW03_Waves.xlsx,
08/04/2024 03:00,0.02,18,262,19706,0.03,16,326,KNW03_Waves.xlsx,
08/04/2024 04:00,0.03,9.8,125,19715,0.03,13,119,KNW03_Waves.xlsx,
08/04/2024 05:00,0.02,14,5,19719,0.03,9.9,318,KNW03_Waves.xlsx,
08/04/2024 06:00,0.02,11.5,21,19730,0.03,12.7,358,KNW03_Waves.xlsx,
08/04/2024 07:00,0.02,9.8,46,19718,0.03,14.6,44,KNW03_Waves.xlsx,
08/04/2024 08:00,0.02,9.8,93,19720,0.03,14,68,KNW03_Waves.xlsx,
08/04/2024 09:00,0.03,11.5,230,19720,0.04,10.9,220,KNW03_Waves.xlsx,
08/04/2024 10:00,0.02,9.8,322,19724,0.02,14.1,338,KNW03_Waves.xlsx,
08/04/2024 11:00,0.02,9.8,9,19715,0.02,14.3,9,KNW03_Waves.xlsx,
08/04/2024 12:00,0.02,14,66,19710,0.02,14.8,9,KNW03_Waves.xlsx,
08/04/2024 13:00,0.03,9.8,166,19694,0.04,13.6,149,KNW03_Waves.xlsx,
08/04/2024 14:00,0.03,18,114,19697,0.03,16.7,113,KNW03_Waves.xlsx,
08/04/2024 15:00,0.04,6.7,158,19685,0.05,8.3,146,KNW03_Waves.xlsx,
08/04/2024 16:00,0.02,25,324,19688,0.02,16,307,KNW03_Waves.xlsx,
08/04/2024 17:00,0.02,25,102,19700,0.03,24,135,KNW03_Waves.xlsx,
08/04/2024 18:00,0.02,11.5,212,19715,0.03,13.1,201,KNW03_Waves.xlsx,
08/04/2024 19:00,0.02,11.5,162,19716,0.03,12,178,KNW03_Waves.xlsx,
08/04/2024 20:00,0.02,11.5,188,19713,0.03,14.4,204,KNW03_Waves.xlsx,
08/04/2024 21:00,0.02,14,106,19714,0.03,13.8,104,KNW03_Waves.xlsx,
08/04/2024 22:00,0.02,11.5,250,19712,0.03,14.4,247,KNW03_Waves.xlsx,
08/04/2024 23:00,0.02,25,222,19707,0.03,15.8,178,KNW03_Waves.xlsx,
09/04/2024 00:00,0.02,9.8,145,19708,0.03,13.1,83,KNW03_Waves.xlsx,
09/04/2024 01:00,0.03,14,338,19707,0.04,9.4,311,KNW03_Waves.xlsx,
09/04/2024 02:00,0.03,5.1,310,19713,0.04,7.9,0,KNW03_Waves.xlsx,
09/04/2024 03:00,0.04,4.4,90,19706,0.05,6.6,87,KNW03_Waves.xlsx,
09/04/2024 04:00,0.02,11.5,233,19709,0.02,13.5,249,KNW03_Waves.xlsx,
09/04/2024 05:00,0.02,9.8,1,19712,0.03,15,9,KNW03_Waves.xlsx,
09/04/2024 06:00,0.03,9.8,133,19717,0.03,14.5,127,KNW03_Waves.xlsx,
09/04/2024 07:00,0.02,9.8,329,19704,0.02,13.7,289,KNW03_Waves.xlsx,
09/04/2024 08:00,0.02,11.5,357,19710,0.03,14.4,334,KNW03_Waves.xlsx,
09/04/2024 09:00,0.03,14,32,19710,0.04,16.1,44,KNW03_Waves.xlsx,
09/04/2024 10:00,0.05,5.5,206,19712,0.06,5.6,261,KNW03_Waves.xlsx,
09/04/2024 11:00,0.02,11.5,230,19707,0.03,14.1,244,KNW03_Waves.xlsx,
09/04/2024 12:00,0.01,14,190,19721,0.02,19,191,KNW03_Waves.xlsx,
09/04/2024 13:00,0.04,4.7,310,19717,0.05,7.6,15,KNW03_Waves.xlsx,
09/04/2024 14:00,0.02,9.8,338,19720,0.02,14.7,307,KNW03_Waves.xlsx,
09/04/2024 15:00,0.02,11.5,218,19728,0.03,17.6,227,KNW03_Waves.xlsx,
09/04/2024 16:00,0.02,9.8,29,19730,0.02,14.6,30,KNW03_Waves.xlsx,
09/04/2024 17:00,0.03,8.5,74,19739,0.04,9.9,92,KNW03_Waves.xlsx,
09/04/2024 18:00,0.01,11.5,78,19754,0.02,17.3,93,KNW03_Waves.xlsx,
09/04/2024 19:00,0.02,9.8,106,19742,0.03,12.1,70,KNW03_Waves.xlsx,
09/04/2024 20:00,0.1,2.6,161,19743,0.13,3.1,181,KNW03_Waves.xlsx,
09/04/2024 21:00,0.03,25,101,19750,0.03,16.2,128,KNW03_Waves.xlsx,
09/04/2024 22:00,0.03,9.8,106,19751,0.04,11.6,118,KNW03_Waves.xlsx,
09/04/2024 23:00,0.02,9.8,270,19738,0.03,13.3,280,KNW03_Waves.xlsx,
10/04/2024 00:00,0.02,14,73,19742,0.03,14.1,53,KNW03_Waves.xlsx,
10/04/2024 01:00,0.04,25,281,19745,0.05,9.5,283,KNW03_Waves.xlsx,
10/04/2024 02:00,0.03,8.5,82,19751,0.04,10.6,43,KNW03_Waves.xlsx,
10/04/2024 03:00,0.19,2.5,254,19751,0.23,2.7,296,KNW03_Waves.xlsx,
10/04/2024 04:00,0.02,9.8,83,19755,0.02,13.5,88,KNW03_Waves.xlsx,
